2015-05-22 07:54:01.621301|INFO    |ServerLibPriv |   | TeamSpeak 3 Server 3.0.11.2 (2014-12-15 14:43:52)
2015-05-22 07:54:01.631344|INFO    |ServerLibPriv |   | SystemInformation: Linux 2.6.32-042stab106.4 #1 SMP Fri Mar 27 15:19:28 MSK 2015 x86_64 Binary: 64bit
2015-05-22 07:54:01.861242|INFO    |DatabaseQuery |   | dbPlugin name:    SQLite3 plugin, Version 2, (c)TeamSpeak Systems GmbH
2015-05-22 07:54:01.865079|INFO    |DatabaseQuery |   | dbPlugin version: 3.6.21
2015-05-22 07:54:01.985731|INFO    |DatabaseQuery |   | checking database integrity (may take a while)
2015-05-22 07:54:02.969045|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2015-05-22 07:54:02.969642|ERROR   |              |   | Unable to connect to primary address, trying secondary
2015-05-22 07:54:03.965729|INFO    |Accounting    |   | Licensing Information
2015-05-22 07:54:03.966179|INFO    |Accounting    |   | type              : Non-profit
2015-05-22 07:54:03.966269|INFO    |Accounting    |   | starting date     : Mon Dec 24 00:00:00 2012
2015-05-22 07:54:03.966315|INFO    |Accounting    |   | ending date       : Sat Jun 29 00:00:00 2013
2015-05-22 07:54:03.966355|INFO    |Accounting    |   | max virtualservers: 10
2015-05-22 07:54:03.966396|INFO    |Accounting    |   | max slots         : 512
2015-05-22 07:54:10.974567|INFO    |              |   | Puzzle precompute time: 6820
2015-05-22 07:54:10.977023|INFO    |FileManager   |   | listening on 0.0.0.0:30033
2015-05-22 07:54:12.115202|INFO    |CIDRManager   |   | updated query_ip_whitelist ips: 127.0.0.1, 
2015-05-22 07:54:12.136507|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2015-05-22 07:54:12.136608|ERROR   |              |   | Unable to connect to primary address, trying secondary
2015-05-22 07:54:12.137904|INFO    |Query         |   | listening on 0.0.0.0:10011
2015-05-22 07:59:13.000066|ERROR   |              |   | TS3ANetwork::Send failed error: 111
2015-05-22 07:59:15.000078|ERROR   |              |   | TS3ANetwork::Send failed error: 111
2015-05-22 08:09:11.254557|ERROR   |              |   | TS3ANetwork::Send failed error: 111
2015-05-22 08:09:13.004134|ERROR   |              |   | TS3ANetwork::Send failed error: 111
2015-05-22 08:09:15.000064|ERROR   |              |   | TS3ANetwork::Send failed error: 111
2015-05-22 08:19:11.404049|ERROR   |              |   | TS3ANetwork::Send failed error: 111
2015-05-22 08:19:13.000304|ERROR   |              |   | TS3ANetwork::Send failed error: 111
2015-05-22 08:19:15.000058|ERROR   |              |   | TS3ANetwork::Send failed error: 111
2015-05-22 08:29:11.410843|ERROR   |              |   | TS3ANetwork::Send failed error: 111
2015-05-22 08:29:13.000058|ERROR   |              |   | TS3ANetwork::Send failed error: 111
2015-05-22 08:29:15.000297|ERROR   |              |   | TS3ANetwork::Send failed error: 111
2015-05-22 08:39:11.394621|ERROR   |              |   | TS3ANetwork::Send failed error: 111
2015-05-22 08:39:13.000058|ERROR   |              |   | TS3ANetwork::Send failed error: 111
2015-05-22 08:39:15.000069|ERROR   |              |   | TS3ANetwork::Send failed error: 111
2015-05-22 08:49:11.489619|ERROR   |              |   | TS3ANetwork::Send failed error: 111
2015-05-22 08:49:13.045058|ERROR   |              |   | TS3ANetwork::Send failed error: 111
2015-05-22 08:49:15.367483|ERROR   |              |   | TS3ANetwork::Send failed error: 111
