2016-02-12 15:21:02.255445|INFO    |ServerLibPriv |   | TeamSpeak 3 Server 3.0.11.2 (2014-12-15 14:43:52)
2016-02-12 15:21:02.265743|INFO    |ServerLibPriv |   | SystemInformation: Linux 2.6.32-042stab111.12 #1 SMP Thu Sep 17 11:38:20 MSK 2015 x86_64 Binary: 64bit
2016-02-12 15:21:02.366154|INFO    |DatabaseQuery |   | dbPlugin name:    SQLite3 plugin, Version 2, (c)TeamSpeak Systems GmbH
2016-02-12 15:21:02.380418|INFO    |DatabaseQuery |   | dbPlugin version: 3.6.21
2016-02-12 15:21:02.428742|INFO    |DatabaseQuery |   | checking database integrity (may take a while)
2016-02-12 15:21:03.216737|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-02-12 15:21:03.216927|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-02-12 15:21:03.518764|INFO    |Accounting    |   | Licensing Information
2016-02-12 15:21:03.518994|INFO    |Accounting    |   | type              : Non-profit
2016-02-12 15:21:03.519154|INFO    |Accounting    |   | starting date     : Mon Dec 24 00:00:00 2012
2016-02-12 15:21:03.519264|INFO    |Accounting    |   | ending date       : Sat Jun 29 00:00:00 2013
2016-02-12 15:21:03.519358|INFO    |Accounting    |   | max virtualservers: 10
2016-02-12 15:21:03.519445|INFO    |Accounting    |   | max slots         : 512
2016-02-12 15:21:09.970320|INFO    |              |   | Puzzle precompute time: 6334
2016-02-12 15:21:09.977562|INFO    |FileManager   |   | listening on 0.0.0.0:30033
2016-02-12 15:21:11.138877|INFO    |CIDRManager   |   | updated query_ip_whitelist ips: 127.0.0.1, 
2016-02-12 15:21:11.141170|INFO    |Query         |   | listening on 0.0.0.0:10011
2016-02-12 15:21:11.165147|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-02-12 15:21:11.165317|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-02-12 16:23:41.029108|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-02-12 16:23:41.029339|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-02-12 17:25:31.759203|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-02-12 17:25:31.759411|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-02-12 18:27:30.733048|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-02-12 18:27:30.733264|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-02-12 19:29:07.854203|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-02-12 19:29:07.854398|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-02-12 20:31:00.305881|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-02-12 20:31:00.306111|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-02-12 21:32:59.863212|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-02-12 21:32:59.863410|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-02-12 22:34:56.471252|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-02-12 22:34:56.471527|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-02-12 23:36:55.473419|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-02-12 23:36:55.481859|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-02-13 00:38:47.956431|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-02-13 00:38:47.956627|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-02-13 01:41:02.065327|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-02-13 01:41:02.065652|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-02-13 02:42:41.067053|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-02-13 02:42:41.067259|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-02-13 03:44:27.828751|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-02-13 03:44:27.828929|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-02-13 04:46:12.134488|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-02-13 04:46:12.134724|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-02-13 05:47:35.129546|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-02-13 05:47:35.129719|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-02-13 06:49:55.316859|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
