2015-09-18 22:23:08.675887|INFO    |ServerLibPriv |   | TeamSpeak 3 Server 3.0.11.2 (2014-12-15 14:43:52)
2015-09-18 22:23:11.063045|INFO    |ServerLibPriv |   | SystemInformation: Linux 2.6.32-042stab111.11 #1 SMP Tue Sep 1 18:19:12 MSK 2015 x86_64 Binary: 64bit
2015-09-18 22:23:11.918542|INFO    |DatabaseQuery |   | dbPlugin name:    SQLite3 plugin, Version 2, (c)TeamSpeak Systems GmbH
2015-09-18 22:23:12.581885|INFO    |DatabaseQuery |   | dbPlugin version: 3.6.21
2015-09-18 22:23:15.316766|INFO    |DatabaseQuery |   | checking database integrity (may take a while)
2015-09-18 22:23:34.654717|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2015-09-18 22:23:34.654795|ERROR   |              |   | Unable to connect to primary address, trying secondary
2015-09-18 22:23:36.216311|INFO    |Accounting    |   | Licensing Information
2015-09-18 22:23:36.216398|INFO    |Accounting    |   | type              : Non-profit
2015-09-18 22:23:36.216455|INFO    |Accounting    |   | starting date     : Mon Dec 24 00:00:00 2012
2015-09-18 22:23:36.216490|INFO    |Accounting    |   | ending date       : Sat Jun 29 00:00:00 2013
2015-09-18 22:23:36.216523|INFO    |Accounting    |   | max virtualservers: 10
2015-09-18 22:23:36.216554|INFO    |Accounting    |   | max slots         : 512
2015-09-18 22:23:39.711006|INFO    |              |   | Puzzle precompute time: 2586
2015-09-18 22:23:39.717665|INFO    |FileManager   |   | listening on 0.0.0.0:30033
2015-09-18 22:23:47.353638|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2015-09-18 22:23:47.407325|ERROR   |              |   | Unable to connect to primary address, trying secondary
2015-09-18 22:23:47.441757|INFO    |CIDRManager   |   | updated query_ip_whitelist ips: 127.0.0.1, 
2015-09-18 22:23:49.508968|INFO    |Query         |   | listening on 0.0.0.0:10011
2015-09-18 23:23:41.936543|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2015-09-18 23:23:41.936771|ERROR   |              |   | Unable to connect to primary address, trying secondary
2015-09-19 00:23:47.074219|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2015-09-19 00:23:47.074415|ERROR   |              |   | Unable to connect to primary address, trying secondary
2015-09-19 01:23:52.034623|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2015-09-19 01:23:52.034738|ERROR   |              |   | Unable to connect to primary address, trying secondary
2015-09-19 02:23:57.290758|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2015-09-19 02:23:57.290924|ERROR   |              |   | Unable to connect to primary address, trying secondary
2015-09-19 03:24:02.441002|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2015-09-19 03:24:02.441177|ERROR   |              |   | Unable to connect to primary address, trying secondary
2015-09-19 04:24:07.550865|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2015-09-19 04:24:07.551028|ERROR   |              |   | Unable to connect to primary address, trying secondary
2015-09-19 05:24:12.428969|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2015-09-19 05:24:12.438464|ERROR   |              |   | Unable to connect to primary address, trying secondary
2015-09-19 06:24:17.698741|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2015-09-19 06:24:17.698911|ERROR   |              |   | Unable to connect to primary address, trying secondary
2015-09-19 07:24:22.823085|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2015-09-19 07:24:22.823183|ERROR   |              |   | Unable to connect to primary address, trying secondary
2015-09-19 08:24:27.914814|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2015-09-19 08:24:27.914916|ERROR   |              |   | Unable to connect to primary address, trying secondary
2015-09-19 09:24:33.412444|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2015-09-19 09:24:33.412675|ERROR   |              |   | Unable to connect to primary address, trying secondary
2015-09-19 10:24:42.858973|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2015-09-19 10:24:42.859137|ERROR   |              |   | Unable to connect to primary address, trying secondary
2015-09-19 11:24:48.128847|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2015-09-19 11:24:48.128942|ERROR   |              |   | Unable to connect to primary address, trying secondary
2015-09-19 12:24:53.506286|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2015-09-19 12:24:53.506395|ERROR   |              |   | Unable to connect to primary address, trying secondary
2015-09-19 13:24:59.107459|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2015-09-19 13:24:59.107668|ERROR   |              |   | Unable to connect to primary address, trying secondary
2015-09-19 14:25:15.836054|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2015-09-19 14:25:15.836172|ERROR   |              |   | Unable to connect to primary address, trying secondary
2015-09-19 15:19:11.511598|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2015-09-19 15:19:11.511710|ERROR   |              |   | Unable to connect to primary address, trying secondary
2015-09-19 15:25:48.817906|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2015-09-19 15:25:48.818083|ERROR   |              |   | Unable to connect to primary address, trying secondary
2015-09-19 16:25:54.116763|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2015-09-19 16:25:54.116855|ERROR   |              |   | Unable to connect to primary address, trying secondary
2015-09-19 17:25:59.507242|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2015-09-19 17:25:59.507361|ERROR   |              |   | Unable to connect to primary address, trying secondary
2015-09-19 18:26:07.899306|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2015-09-19 18:26:07.905887|ERROR   |              |   | Unable to connect to primary address, trying secondary
2015-09-19 19:26:33.073253|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2015-09-19 19:26:33.073350|ERROR   |              |   | Unable to connect to primary address, trying secondary
2015-09-19 20:26:38.457590|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2015-09-19 20:26:38.457755|ERROR   |              |   | Unable to connect to primary address, trying secondary
2015-09-19 21:27:02.094233|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2015-09-19 21:27:02.094394|ERROR   |              |   | Unable to connect to primary address, trying secondary
2015-09-19 22:27:07.397936|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2015-09-19 22:27:07.398099|ERROR   |              |   | Unable to connect to primary address, trying secondary
2015-09-19 23:27:12.983324|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2015-09-19 23:27:12.983493|ERROR   |              |   | Unable to connect to primary address, trying secondary
2015-09-20 00:27:18.044400|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2015-09-20 00:27:18.044577|ERROR   |              |   | Unable to connect to primary address, trying secondary
2015-09-20 01:27:23.300275|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2015-09-20 01:27:23.300446|ERROR   |              |   | Unable to connect to primary address, trying secondary
2015-09-20 02:27:28.703027|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2015-09-20 02:27:28.703173|ERROR   |              |   | Unable to connect to primary address, trying secondary
2015-09-20 03:27:34.036986|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2015-09-20 03:27:34.037182|ERROR   |              |   | Unable to connect to primary address, trying secondary
2015-09-20 04:27:39.388852|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2015-09-20 04:27:39.389020|ERROR   |              |   | Unable to connect to primary address, trying secondary
2015-09-20 05:27:44.506122|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2015-09-20 05:27:44.506302|ERROR   |              |   | Unable to connect to primary address, trying secondary
2015-09-20 06:27:49.719038|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2015-09-20 06:27:49.719131|ERROR   |              |   | Unable to connect to primary address, trying secondary
2015-09-20 07:27:55.992890|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2015-09-20 07:27:55.992993|ERROR   |              |   | Unable to connect to primary address, trying secondary
2015-09-20 08:28:01.282712|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2015-09-20 08:28:01.282891|ERROR   |              |   | Unable to connect to primary address, trying secondary
2015-09-20 09:28:06.628756|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2015-09-20 09:28:06.628935|ERROR   |              |   | Unable to connect to primary address, trying secondary
2015-09-20 10:28:12.228336|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2015-09-20 10:28:12.228554|ERROR   |              |   | Unable to connect to primary address, trying secondary
2015-09-20 11:28:18.225324|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2015-09-20 11:28:18.225436|ERROR   |              |   | Unable to connect to primary address, trying secondary
2015-09-20 12:28:23.508881|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2015-09-20 12:28:23.509049|ERROR   |              |   | Unable to connect to primary address, trying secondary
2015-09-20 13:28:28.999372|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2015-09-20 13:28:28.999463|ERROR   |              |   | Unable to connect to primary address, trying secondary
2015-09-20 14:28:34.472380|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2015-09-20 14:28:34.472489|ERROR   |              |   | Unable to connect to primary address, trying secondary
2015-09-20 15:28:43.859165|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2015-09-20 15:28:43.859448|ERROR   |              |   | Unable to connect to primary address, trying secondary
2015-09-20 16:28:48.964449|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2015-09-20 16:28:48.964638|ERROR   |              |   | Unable to connect to primary address, trying secondary
2015-09-20 17:28:54.716974|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2015-09-20 17:28:54.717134|ERROR   |              |   | Unable to connect to primary address, trying secondary
2015-09-20 18:29:10.285585|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2015-09-20 18:29:10.285807|ERROR   |              |   | Unable to connect to primary address, trying secondary
2015-09-20 19:29:16.642386|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2015-09-20 19:29:16.642545|ERROR   |              |   | Unable to connect to primary address, trying secondary
2015-09-20 19:56:15.585118|INFO    |Query         |   | query from 1523 77.253.246.130:62217 issued: login with account "serveradmin"(serveradmin)
2015-09-20 20:01:02.704726|INFO    |Query         |   | query from 1526 77.253.246.130:62298 issued: login with account "serveradmin"(serveradmin)
2015-09-20 20:29:22.390989|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2015-09-20 20:29:22.391174|ERROR   |              |   | Unable to connect to primary address, trying secondary
2015-09-20 21:29:29.395475|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2015-09-20 21:29:29.395703|ERROR   |              |   | Unable to connect to primary address, trying secondary
2015-09-20 22:29:38.057321|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2015-09-20 22:29:38.057485|ERROR   |              |   | Unable to connect to primary address, trying secondary
2015-09-20 23:29:45.422941|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2015-09-20 23:29:45.423060|ERROR   |              |   | Unable to connect to primary address, trying secondary
2015-09-21 00:29:51.330329|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2015-09-21 00:29:51.344220|ERROR   |              |   | Unable to connect to primary address, trying secondary
2015-09-21 01:29:58.746105|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2015-09-21 01:29:58.746358|ERROR   |              |   | Unable to connect to primary address, trying secondary
2015-09-21 02:30:05.925830|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2015-09-21 02:30:05.925961|ERROR   |              |   | Unable to connect to primary address, trying secondary
2015-09-21 03:30:13.512219|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2015-09-21 03:30:13.512421|ERROR   |              |   | Unable to connect to primary address, trying secondary
2015-09-21 04:30:20.994545|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2015-09-21 04:30:20.994632|ERROR   |              |   | Unable to connect to primary address, trying secondary
2015-09-21 05:30:27.981100|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2015-09-21 05:30:27.981194|ERROR   |              |   | Unable to connect to primary address, trying secondary
2015-09-21 06:30:35.616562|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2015-09-21 06:30:35.616751|ERROR   |              |   | Unable to connect to primary address, trying secondary
2015-09-21 07:30:43.214201|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2015-09-21 07:30:43.214430|ERROR   |              |   | Unable to connect to primary address, trying secondary
2015-09-21 08:30:49.608785|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2015-09-21 08:30:49.608952|ERROR   |              |   | Unable to connect to primary address, trying secondary
2015-09-21 09:30:56.314077|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2015-09-21 09:30:56.314179|ERROR   |              |   | Unable to connect to primary address, trying secondary
