2015-02-17 14:47:09.274033|INFO    |ServerLibPriv |   | TeamSpeak 3 Server 3.0.11.2 (2014-12-15 14:43:52)
2015-02-17 14:47:09.274322|INFO    |ServerLibPriv |   | SystemInformation: Linux 2.6.32-042stab103.6 #1 SMP Wed Jan 21 13:07:39 MSK 2015 x86_64 Binary: 64bit
2015-02-17 14:47:09.275552|INFO    |DatabaseQuery |   | dbPlugin name:    SQLite3 plugin, Version 2, (c)TeamSpeak Systems GmbH
2015-02-17 14:47:09.275602|INFO    |DatabaseQuery |   | dbPlugin version: 3.6.21
2015-02-17 14:47:09.282993|INFO    |DatabaseQuery |   | checking database integrity (may take a while)
2015-02-17 14:47:09.337385|INFO    |SQL           |   | database updated successfully to revision: 22
2015-02-17 14:47:09.343850|INFO    |SQL           |   | database updated successfully to revision: 23
2015-02-17 14:47:09.349644|WARNING |Accounting    |   | Unable to find valid license key, falling back to limited functionality
2015-02-17 14:47:09.353757|INFO    |DatabaseQuery |   | database busy, waiting for finishing index tasks, may take some time!
2015-02-17 14:47:43.727804|INFO    |              |   | Puzzle precompute time: 4333
2015-02-17 14:47:43.733249|INFO    |FileManager   |   | listening on 0.0.0.0:30033
2015-02-17 14:47:44.005935|INFO    |CIDRManager   |   | updated query_ip_whitelist ips: 127.0.0.1, 
2015-02-17 14:47:44.007773|INFO    |Query         |   | listening on 0.0.0.0:10011
2015-02-18 16:42:44.470936|INFO    |Query         |   | query from 514 127.0.0.1:34902 attempted to login with account "serveradmin" and failed!
2015-02-18 16:42:54.104180|INFO    |Query         |   | query from 514 127.0.0.1:34902 attempted to login with account "serveradmin" and failed!
2015-02-18 16:43:59.216659|INFO    |Query         |   | query from 514 127.0.0.1:34902 issued: login with account "serveradmin"(serveradmin)
2015-02-20 21:57:32.608107|WARNING |PktHandler    |   | detected incorrectly running system clock (>)
2015-02-22 18:03:55.533644|WARNING |PktHandler    |   | detected incorrectly running system clock (<)
2015-02-22 18:03:56.213160|WARNING |PktHandler    |   | detected incorrectly running system clock (<)
2015-02-22 18:03:56.213323|WARNING |PktHandler    |   | detected incorrectly running system clock (<)
2015-02-22 18:03:56.213467|WARNING |PktHandler    |   | detected incorrectly running system clock (<)
2015-02-22 18:03:56.213840|WARNING |PktHandler    |   | detected incorrectly running system clock (<)
2015-02-22 18:03:56.213967|WARNING |PktHandler    |   | detected incorrectly running system clock (<)
2015-02-22 18:03:56.214157|WARNING |PktHandler    |   | detected incorrectly running system clock (<)
2015-02-22 18:03:56.214276|WARNING |PktHandler    |   | detected incorrectly running system clock (<)
2015-02-22 18:03:56.214371|WARNING |PktHandler    |   | detected incorrectly running system clock (<)
2015-02-22 18:03:56.214473|WARNING |PktHandler    |   | detected incorrectly running system clock (<)
2015-02-22 18:03:56.214579|WARNING |PktHandler    |   | detected incorrectly running system clock (<)
2015-02-22 18:03:56.214696|WARNING |PktHandler    |   | detected incorrectly running system clock (<)
2015-02-22 18:03:56.214833|WARNING |PktHandler    |   | detected incorrectly running system clock (<)
2015-02-22 18:03:56.214941|WARNING |PktHandler    |   | detected incorrectly running system clock (<)
2015-02-22 18:03:56.215046|WARNING |PktHandler    |   | detected incorrectly running system clock (<)
2015-02-22 18:03:56.215118|WARNING |PktHandler    |   | detected incorrectly running system clock (<)
2015-02-22 18:03:56.215224|WARNING |PktHandler    |   | detected incorrectly running system clock (<)
2015-02-22 18:03:56.215318|WARNING |PktHandler    |   | detected incorrectly running system clock (<)
2015-02-22 18:03:56.215418|WARNING |PktHandler    |   | detected incorrectly running system clock (<)
2015-02-22 18:03:56.215513|WARNING |PktHandler    |   | detected incorrectly running system clock (<)
2015-02-22 18:03:56.215694|WARNING |PktHandler    |   | detected incorrectly running system clock (<)
2015-02-22 18:03:56.228571|WARNING |PktHandler    |   | detected incorrectly running system clock (<)
2015-02-22 18:03:57.366049|WARNING |PktHandler    |   | detected incorrectly running system clock (<)
2015-02-22 18:03:57.366220|WARNING |PktHandler    |   | detected incorrectly running system clock (<)
2015-02-22 18:03:57.366320|WARNING |PktHandler    |   | detected incorrectly running system clock (<)
2015-02-22 18:03:57.366405|WARNING |PktHandler    |   | detected incorrectly running system clock (<)
2015-02-22 18:03:57.366491|WARNING |PktHandler    |   | detected incorrectly running system clock (<)
2015-02-22 18:03:57.366573|WARNING |PktHandler    |   | detected incorrectly running system clock (<)
2015-02-22 18:03:57.366661|WARNING |PktHandler    |   | detected incorrectly running system clock (<)
2015-02-22 18:03:57.366753|WARNING |PktHandler    |   | detected incorrectly running system clock (<)
2015-02-22 18:03:57.366859|WARNING |PktHandler    |   | detected incorrectly running system clock (<)
2015-02-22 18:03:57.366944|WARNING |PktHandler    |   | detected incorrectly running system clock (<)
2015-02-22 18:03:57.367029|WARNING |PktHandler    |   | detected incorrectly running system clock (<)
2015-02-22 18:03:57.367114|WARNING |PktHandler    |   | detected incorrectly running system clock (<)
2015-02-22 18:03:57.367193|WARNING |PktHandler    |   | detected incorrectly running system clock (<)
2015-02-22 18:03:57.367291|WARNING |PktHandler    |   | detected incorrectly running system clock (<)
2015-02-22 18:03:57.367379|WARNING |PktHandler    |   | detected incorrectly running system clock (<)
2015-02-22 18:03:57.367461|WARNING |PktHandler    |   | detected incorrectly running system clock (<)
2015-02-22 18:03:57.367538|WARNING |PktHandler    |   | detected incorrectly running system clock (<)
2015-02-22 18:03:57.367611|WARNING |PktHandler    |   | detected incorrectly running system clock (<)
2015-02-22 18:03:57.367693|WARNING |PktHandler    |   | detected incorrectly running system clock (<)
2015-02-27 21:56:41.425924|INFO    |ServerMain    |   | Received signal SIGTERM, shutting down.
