2016-05-12 09:56:02.814847|INFO    |ServerLibPriv |   | TeamSpeak 3 Server 3.0.11.2 (2014-12-15 14:43:52)
2016-05-12 09:56:02.815120|INFO    |ServerLibPriv |   | SystemInformation: Linux 2.6.32-042stab111.12 #1 SMP Thu Sep 17 11:38:20 MSK 2015 x86_64 Binary: 64bit
2016-05-12 09:56:03.040357|INFO    |DatabaseQuery |   | dbPlugin name:    SQLite3 plugin, Version 2, (c)TeamSpeak Systems GmbH
2016-05-12 09:56:03.045307|INFO    |DatabaseQuery |   | dbPlugin version: 3.6.21
2016-05-12 09:56:03.077622|INFO    |DatabaseQuery |   | checking database integrity (may take a while)
2016-05-12 09:56:05.253250|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-05-12 09:56:05.253391|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-05-12 09:56:05.541716|INFO    |Accounting    |   | Licensing Information
2016-05-12 09:56:05.541849|INFO    |Accounting    |   | type              : Non-profit
2016-05-12 09:56:05.541942|INFO    |Accounting    |   | starting date     : Mon Dec 24 00:00:00 2012
2016-05-12 09:56:05.542107|INFO    |Accounting    |   | ending date       : Sat Jun 29 00:00:00 2013
2016-05-12 09:56:05.542154|INFO    |Accounting    |   | max virtualservers: 10
2016-05-12 09:56:05.542194|INFO    |Accounting    |   | max slots         : 512
2016-05-12 09:56:13.269240|INFO    |              |   | Puzzle precompute time: 7489
2016-05-12 09:56:13.354019|INFO    |FileManager   |   | listening on 0.0.0.0:30033
2016-05-12 09:56:14.532678|INFO    |CIDRManager   |   | updated query_ip_whitelist ips: 127.0.0.1, 
2016-05-12 09:56:14.535024|INFO    |Query         |   | listening on 0.0.0.0:10011
2016-05-12 09:56:14.747031|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-05-12 09:56:14.747193|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-05-12 11:01:39.839749|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-05-12 11:01:39.839854|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-05-12 12:02:35.861254|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-05-12 12:02:35.861363|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-05-12 13:04:22.153043|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-05-12 13:04:22.153244|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-05-12 14:06:07.233283|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-05-12 14:06:07.233438|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-05-12 15:08:39.613563|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-05-12 15:08:39.613696|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-05-12 16:10:55.395997|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-05-12 16:10:55.396248|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-05-12 17:13:15.416932|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-05-12 17:13:15.417112|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-05-12 18:15:29.802449|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-05-12 18:15:29.802574|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-05-12 19:07:10.459174|INFO    |Query         |   | query from 1 77.253.76.25:42832 issued: login with account "serveradmin"(serveradmin)
2016-05-12 19:09:16.619271|INFO    |VirtualSvrMgr |   | startServer() VirtualServer(1) started
2016-05-12 19:16:37.244699|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-05-12 19:16:37.244822|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-05-12 20:17:38.077566|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-05-12 20:17:38.077778|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-05-12 21:18:08.196302|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-05-12 21:18:08.196464|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-05-12 22:18:36.343480|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-05-12 22:18:36.343584|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-05-12 23:19:12.539546|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-05-12 23:19:12.539673|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-05-13 00:19:45.475918|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-05-13 00:19:45.476054|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-05-13 01:20:15.145306|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-05-13 01:20:15.145457|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-05-13 02:21:07.539427|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-05-13 02:21:07.539613|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-05-13 03:21:44.509297|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-05-13 03:21:44.509432|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-05-13 04:22:24.866775|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-05-13 04:22:24.866909|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-05-13 05:24:11.853228|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-05-13 05:24:11.853337|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-05-13 06:25:00.045095|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-05-13 06:25:00.045193|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-05-13 07:26:38.175364|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-05-13 07:26:38.175514|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-05-13 08:29:23.959991|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-05-13 08:29:23.960132|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-05-13 09:31:28.685417|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-05-13 09:31:28.685560|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-05-13 10:33:49.178791|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-05-13 10:33:49.181613|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-05-13 11:35:30.250239|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-05-13 11:35:30.250518|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-05-13 12:37:19.384383|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-05-13 12:37:19.384492|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-05-13 13:39:42.526908|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-05-13 13:39:42.527075|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-05-13 14:42:29.604868|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-05-13 14:42:29.605013|ERROR   |              |   | Unable to connect to primary address, trying secondary
