2015-03-09 14:29:13.641549|INFO    |VirtualServer |  1| listening on 0.0.0.0:9987
2015-03-09 14:30:40.804124|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.149:52493'(id:139)
2015-03-09 14:30:40.993579|INFO    |VirtualServerBase|  1| query client disconnected 'GameTracker'(id:139) reason 'reasonmsg=connection lost'
2015-03-09 14:34:11.358518|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.149:56679'(id:139)
2015-03-09 14:34:11.724189|INFO    |VirtualServerBase|  1| query client disconnected 'GameTracker'(id:139) reason 'reasonmsg=connection lost'
2015-03-09 14:37:11.047577|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.149:59113'(id:139)
2015-03-09 14:37:11.411435|INFO    |VirtualServerBase|  1| query client disconnected 'GameTracker'(id:139) reason 'reasonmsg=connection lost'
2015-03-09 14:39:40.606038|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.149:53549'(id:139)
2015-03-09 14:39:40.982658|INFO    |VirtualServerBase|  1| query client disconnected 'GameTracker'(id:139) reason 'reasonmsg=connection lost'
2015-03-09 14:42:10.726533|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.149:35359'(id:139)
2015-03-09 14:42:11.115885|INFO    |VirtualServerBase|  1| query client disconnected 'GameTracker'(id:139) reason 'reasonmsg=connection lost'
2015-03-09 14:45:10.277161|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.149:60571'(id:139)
2015-03-09 14:45:10.557261|INFO    |VirtualServerBase|  1| query client disconnected 'GameTracker'(id:139) reason 'reasonmsg=connection lost'
2015-03-09 14:47:40.915707|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.149:60615'(id:139)
2015-03-09 14:47:41.157625|INFO    |VirtualServerBase|  1| query client disconnected 'GameTracker'(id:139) reason 'reasonmsg=connection lost'
2015-03-09 14:50:40.637050|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.149:38428'(id:139)
2015-03-09 14:50:40.900109|INFO    |VirtualServerBase|  1| query client disconnected 'GameTracker'(id:139) reason 'reasonmsg=connection lost'
2015-03-09 14:53:10.441085|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.149:51901'(id:139)
2015-03-09 14:53:10.652107|INFO    |VirtualServerBase|  1| query client disconnected 'GameTracker'(id:139) reason 'reasonmsg=connection lost'
2015-03-09 14:55:41.227147|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.149:58498'(id:139)
2015-03-09 14:55:41.628432|INFO    |VirtualServerBase|  1| query client disconnected 'GameTracker'(id:139) reason 'reasonmsg=connection lost'
2015-03-09 14:59:10.880826|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.149:59123'(id:139)
2015-03-09 14:59:11.148718|INFO    |VirtualServerBase|  1| query client disconnected 'GameTracker'(id:139) reason 'reasonmsg=connection lost'
2015-03-09 15:02:41.063784|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.149:34739'(id:139)
2015-03-09 15:02:41.380452|INFO    |VirtualServerBase|  1| query client disconnected 'GameTracker'(id:139) reason 'reasonmsg=connection lost'
2015-03-09 15:05:40.899001|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.149:58140'(id:139)
2015-03-09 15:05:41.405202|INFO    |VirtualServerBase|  1| query client disconnected 'GameTracker'(id:139) reason 'reasonmsg=connection lost'
2015-03-09 15:09:13.233254|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.149:38042'(id:139)
2015-03-09 15:09:13.508917|INFO    |VirtualServerBase|  1| query client disconnected 'GameTracker'(id:139) reason 'reasonmsg=connection lost'
2015-03-09 15:12:41.119609|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.149:41266'(id:139)
2015-03-09 15:12:41.417789|INFO    |VirtualServerBase|  1| query client disconnected 'GameTracker'(id:139) reason 'reasonmsg=connection lost'
2015-03-09 15:15:40.417483|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.149:34147'(id:139)
2015-03-09 15:15:40.911963|INFO    |VirtualServerBase|  1| query client disconnected 'GameTracker'(id:139) reason 'reasonmsg=connection lost'
2015-03-09 15:18:40.946460|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.149:50099'(id:139)
2015-03-09 15:18:41.507338|INFO    |VirtualServerBase|  1| query client disconnected 'GameTracker'(id:139) reason 'reasonmsg=connection lost'
2015-03-09 15:21:40.599092|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.149:50391'(id:139)
2015-03-09 15:21:40.909070|INFO    |VirtualServerBase|  1| query client disconnected 'GameTracker'(id:139) reason 'reasonmsg=connection lost'
2015-03-09 15:24:41.156270|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.149:41181'(id:139)
2015-03-09 15:24:41.425210|INFO    |VirtualServerBase|  1| query client disconnected 'GameTracker'(id:139) reason 'reasonmsg=connection lost'
2015-03-09 15:27:40.457609|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.149:51929'(id:139)
2015-03-09 15:27:40.672568|INFO    |VirtualServerBase|  1| query client disconnected 'GameTracker'(id:139) reason 'reasonmsg=connection lost'
2015-03-09 15:30:40.909851|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.149:46650'(id:139)
2015-03-09 15:30:41.141973|INFO    |VirtualServerBase|  1| query client disconnected 'GameTracker'(id:139) reason 'reasonmsg=connection lost'
2015-03-09 15:30:57.151014|INFO    |VirtualServer |  1| query client connected 'Unknown from 208.167.241.185:51760'(id:139)
2015-03-09 15:30:57.483201|INFO    |VirtualServerBase|  1| query client disconnected 'GameTracker'(id:139) reason 'reasonmsg=connection lost'
2015-03-09 15:33:40.655561|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.149:40841'(id:139)
2015-03-09 15:33:40.988643|INFO    |VirtualServerBase|  1| query client disconnected 'GameTracker'(id:139) reason 'reasonmsg=connection lost'
2015-03-09 15:37:10.388202|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.149:36097'(id:139)
2015-03-09 15:37:10.707261|INFO    |VirtualServerBase|  1| query client disconnected 'GameTracker'(id:139) reason 'reasonmsg=connection lost'
2015-03-09 15:40:11.073495|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.149:54457'(id:139)
2015-03-09 15:40:11.686180|INFO    |VirtualServerBase|  1| query client disconnected 'GameTracker'(id:139) reason 'reasonmsg=connection lost'
2015-03-09 15:43:10.583933|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.149:39178'(id:139)
2015-03-09 15:43:10.759385|INFO    |VirtualServerBase|  1| query client disconnected 'GameTracker'(id:139) reason 'reasonmsg=connection lost'
2015-03-09 15:46:10.260970|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.149:60803'(id:139)
2015-03-09 15:46:10.538993|INFO    |VirtualServerBase|  1| query client disconnected 'GameTracker'(id:139) reason 'reasonmsg=connection lost'
2015-03-09 15:49:10.589439|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.149:45046'(id:139)
2015-03-09 15:49:10.909595|INFO    |VirtualServerBase|  1| query client disconnected 'GameTracker'(id:139) reason 'reasonmsg=connection lost'
2015-03-09 15:52:10.540284|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.149:49867'(id:139)
2015-03-09 15:52:10.740234|INFO    |VirtualServerBase|  1| query client disconnected 'GameTracker'(id:139) reason 'reasonmsg=connection lost'
2015-03-09 15:54:47.111034|INFO    |VirtualServer |  1| query client connected 'Unknown from 208.167.241.182:45786'(id:139)
2015-03-09 15:54:47.411555|INFO    |VirtualServerBase|  1| query client disconnected 'GameTracker'(id:139) reason 'reasonmsg=connection lost'
2015-03-09 15:55:11.053132|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.149:41453'(id:139)
2015-03-09 15:55:11.537043|INFO    |VirtualServerBase|  1| query client disconnected 'GameTracker'(id:139) reason 'reasonmsg=connection lost'
2015-03-09 15:58:11.029946|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.149:35494'(id:139)
2015-03-09 15:58:11.378186|INFO    |VirtualServerBase|  1| query client disconnected 'GameTracker'(id:139) reason 'reasonmsg=connection lost'
2015-03-09 16:01:11.182973|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.149:58407'(id:139)
2015-03-09 16:01:11.414430|INFO    |VirtualServerBase|  1| query client disconnected 'GameTracker'(id:139) reason 'reasonmsg=connection lost'
2015-03-09 16:04:11.080576|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.149:33686'(id:139)
2015-03-09 16:04:11.320225|INFO    |VirtualServerBase|  1| query client disconnected 'GameTracker'(id:139) reason 'reasonmsg=connection lost'
2015-03-09 16:07:11.076542|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.149:50422'(id:139)
2015-03-09 16:07:11.408904|INFO    |VirtualServerBase|  1| query client disconnected 'GameTracker'(id:139) reason 'reasonmsg=connection lost'
2015-03-09 16:10:10.691129|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.149:39471'(id:139)
2015-03-09 16:10:11.249802|INFO    |VirtualServerBase|  1| query client disconnected 'GameTracker'(id:139) reason 'reasonmsg=connection lost'
2015-03-09 16:13:11.151226|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.149:43514'(id:139)
2015-03-09 16:13:11.431044|INFO    |VirtualServerBase|  1| query client disconnected 'GameTracker'(id:139) reason 'reasonmsg=connection lost'
2015-03-09 16:16:11.078664|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.149:39286'(id:139)
2015-03-09 16:16:11.706192|INFO    |VirtualServerBase|  1| query client disconnected 'GameTracker'(id:139) reason 'reasonmsg=connection lost'
2015-03-09 16:19:10.949555|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.149:42683'(id:139)
2015-03-09 16:19:11.260855|INFO    |VirtualServerBase|  1| query client disconnected 'GameTracker'(id:139) reason 'reasonmsg=connection lost'
2015-03-09 16:22:10.196684|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.149:51582'(id:139)
2015-03-09 16:22:10.488736|INFO    |VirtualServerBase|  1| query client disconnected 'GameTracker'(id:139) reason 'reasonmsg=connection lost'
2015-03-09 16:25:10.549974|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.149:38548'(id:139)
2015-03-09 16:25:10.854954|INFO    |VirtualServerBase|  1| query client disconnected 'GameTracker'(id:139) reason 'reasonmsg=connection lost'
2015-03-09 16:28:10.415215|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.149:32874'(id:139)
2015-03-09 16:28:10.766978|INFO    |VirtualServerBase|  1| query client disconnected 'GameTracker'(id:139) reason 'reasonmsg=connection lost'
2015-03-09 16:31:11.005987|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.149:41053'(id:139)
2015-03-09 16:31:11.199696|INFO    |VirtualServerBase|  1| query client disconnected 'GameTracker'(id:139) reason 'reasonmsg=connection lost'
2015-03-09 16:34:10.704176|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.149:34150'(id:139)
2015-03-09 16:34:10.896520|INFO    |VirtualServerBase|  1| query client disconnected 'GameTracker'(id:139) reason 'reasonmsg=connection lost'
2015-03-09 16:37:10.710825|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.149:44026'(id:139)
2015-03-09 16:37:10.890202|INFO    |VirtualServerBase|  1| query client disconnected 'GameTracker'(id:139) reason 'reasonmsg=connection lost'
2015-03-09 16:40:10.965568|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.149:35782'(id:139)
2015-03-09 16:40:11.384797|INFO    |VirtualServerBase|  1| query client disconnected 'GameTracker'(id:139) reason 'reasonmsg=connection lost'
2015-03-09 16:43:10.430596|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.149:35320'(id:139)
2015-03-09 16:43:10.635242|INFO    |VirtualServerBase|  1| query client disconnected 'GameTracker'(id:139) reason 'reasonmsg=connection lost'
2015-03-09 16:46:10.936822|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.149:56797'(id:139)
2015-03-09 16:46:11.260427|INFO    |VirtualServerBase|  1| query client disconnected 'GameTracker'(id:139) reason 'reasonmsg=connection lost'
2015-03-09 16:49:10.966978|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.149:33147'(id:139)
2015-03-09 16:49:11.208584|INFO    |VirtualServerBase|  1| query client disconnected 'GameTracker'(id:139) reason 'reasonmsg=connection lost'
2015-03-09 16:52:10.815977|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.149:52818'(id:139)
2015-03-09 16:52:11.012900|INFO    |VirtualServerBase|  1| query client disconnected 'GameTracker'(id:139) reason 'reasonmsg=connection lost'
2015-03-09 16:55:10.414912|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.149:34755'(id:139)
2015-03-09 16:55:10.711212|INFO    |VirtualServerBase|  1| query client disconnected 'GameTracker'(id:139) reason 'reasonmsg=connection lost'
2015-03-09 16:58:10.401536|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.149:48106'(id:139)
2015-03-09 16:58:10.788613|INFO    |VirtualServerBase|  1| query client disconnected 'GameTracker'(id:139) reason 'reasonmsg=connection lost'
2015-03-09 17:01:11.028674|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.149:57386'(id:139)
2015-03-09 17:01:11.308690|INFO    |VirtualServerBase|  1| query client disconnected 'GameTracker'(id:139) reason 'reasonmsg=connection lost'
2015-03-09 17:04:40.761198|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.149:54914'(id:139)
2015-03-09 17:04:41.218192|INFO    |VirtualServerBase|  1| query client disconnected 'GameTracker'(id:139) reason 'reasonmsg=connection lost'
2015-03-09 17:07:40.522290|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.149:40633'(id:139)
2015-03-09 17:07:40.911715|INFO    |VirtualServerBase|  1| query client disconnected 'GameTracker'(id:139) reason 'reasonmsg=connection lost'
2015-03-09 17:10:40.940570|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.149:56055'(id:139)
2015-03-09 17:10:41.222688|INFO    |VirtualServerBase|  1| query client disconnected 'GameTracker'(id:139) reason 'reasonmsg=connection lost'
2015-03-09 17:13:40.563213|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.149:39794'(id:139)
2015-03-09 17:13:40.766192|INFO    |VirtualServerBase|  1| query client disconnected 'GameTracker'(id:139) reason 'reasonmsg=connection lost'
2015-03-09 17:16:41.011369|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.149:35995'(id:139)
2015-03-09 17:16:41.352369|INFO    |VirtualServerBase|  1| query client disconnected 'GameTracker'(id:139) reason 'reasonmsg=connection lost'
2015-03-09 17:19:40.876982|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.149:51420'(id:139)
2015-03-09 17:19:41.190233|INFO    |VirtualServerBase|  1| query client disconnected 'GameTracker'(id:139) reason 'reasonmsg=connection lost'
2015-03-09 17:22:40.582858|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.149:55766'(id:139)
2015-03-09 17:22:40.919501|INFO    |VirtualServerBase|  1| query client disconnected 'GameTracker'(id:139) reason 'reasonmsg=connection lost'
2015-03-09 17:25:40.830178|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.149:33901'(id:139)
2015-03-09 17:25:41.186237|INFO    |VirtualServerBase|  1| query client disconnected 'GameTracker'(id:139) reason 'reasonmsg=connection lost'
2015-03-09 17:28:40.739430|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.149:40607'(id:139)
2015-03-09 17:28:41.092284|INFO    |VirtualServerBase|  1| query client disconnected 'GameTracker'(id:139) reason 'reasonmsg=connection lost'
2015-03-09 17:31:41.137905|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.149:40673'(id:139)
2015-03-09 17:31:41.477185|INFO    |VirtualServerBase|  1| query client disconnected 'GameTracker'(id:139) reason 'reasonmsg=connection lost'
2015-03-09 17:34:40.764829|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.149:52011'(id:139)
2015-03-09 17:34:41.089468|INFO    |VirtualServerBase|  1| query client disconnected 'GameTracker'(id:139) reason 'reasonmsg=connection lost'
2015-03-09 17:37:40.693935|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.149:50388'(id:139)
2015-03-09 17:37:41.029171|INFO    |VirtualServerBase|  1| query client disconnected 'GameTracker'(id:139) reason 'reasonmsg=connection lost'
2015-03-09 17:40:41.038967|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.149:52140'(id:139)
2015-03-09 17:40:41.309846|INFO    |VirtualServerBase|  1| query client disconnected 'GameTracker'(id:139) reason 'reasonmsg=connection lost'
2015-03-09 17:43:41.014918|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.149:44537'(id:139)
2015-03-09 17:43:41.307047|INFO    |VirtualServerBase|  1| query client disconnected 'GameTracker'(id:139) reason 'reasonmsg=connection lost'
2015-03-09 17:46:40.507639|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.149:49024'(id:139)
2015-03-09 17:46:40.813331|INFO    |VirtualServerBase|  1| query client disconnected 'GameTracker'(id:139) reason 'reasonmsg=connection lost'
2015-03-09 17:49:40.580226|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.149:46109'(id:139)
2015-03-09 17:49:40.911793|INFO    |VirtualServerBase|  1| query client disconnected 'GameTracker'(id:139) reason 'reasonmsg=connection lost'
2015-03-09 17:52:40.945143|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.149:59318'(id:139)
2015-03-09 17:52:41.258514|INFO    |VirtualServerBase|  1| query client disconnected 'GameTracker'(id:139) reason 'reasonmsg=connection lost'
2015-03-09 17:55:40.136013|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.149:35239'(id:139)
2015-03-09 17:55:40.428668|INFO    |VirtualServerBase|  1| query client disconnected 'GameTracker'(id:139) reason 'reasonmsg=connection lost'
2015-03-09 17:58:40.561306|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.149:37442'(id:139)
2015-03-09 17:58:40.863817|INFO    |VirtualServerBase|  1| query client disconnected 'GameTracker'(id:139) reason 'reasonmsg=connection lost'
2015-03-09 18:02:10.774235|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.149:43941'(id:139)
2015-03-09 18:02:11.375117|INFO    |VirtualServerBase|  1| query client disconnected 'GameTracker'(id:139) reason 'reasonmsg=connection lost'
2015-03-09 18:05:11.314502|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.149:41809'(id:139)
2015-03-09 18:05:11.778965|INFO    |VirtualServerBase|  1| query client disconnected 'GameTracker'(id:139) reason 'reasonmsg=connection lost'
2015-03-09 18:08:10.525920|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.149:41140'(id:139)
