2016-03-08 16:16:02.002838|INFO    |ServerLibPriv |   | TeamSpeak 3 Server 3.0.11.2 (2014-12-15 14:43:52)
2016-03-08 16:16:02.003075|INFO    |ServerLibPriv |   | SystemInformation: Linux 2.6.32-042stab111.12 #1 SMP Thu Sep 17 11:38:20 MSK 2015 x86_64 Binary: 64bit
2016-03-08 16:16:02.004429|INFO    |DatabaseQuery |   | dbPlugin name:    SQLite3 plugin, Version 2, (c)TeamSpeak Systems GmbH
2016-03-08 16:16:02.004501|INFO    |DatabaseQuery |   | dbPlugin version: 3.6.21
2016-03-08 16:16:02.005064|INFO    |DatabaseQuery |   | checking database integrity (may take a while)
2016-03-08 16:16:02.122352|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-03-08 16:16:02.122483|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-03-08 16:16:02.370451|INFO    |Accounting    |   | Licensing Information
2016-03-08 16:16:02.370554|INFO    |Accounting    |   | type              : Non-profit
2016-03-08 16:16:02.370638|INFO    |Accounting    |   | starting date     : Mon Dec 24 00:00:00 2012
2016-03-08 16:16:02.370695|INFO    |Accounting    |   | ending date       : Sat Jun 29 00:00:00 2013
2016-03-08 16:16:02.370733|INFO    |Accounting    |   | max virtualservers: 10
2016-03-08 16:16:02.370789|INFO    |Accounting    |   | max slots         : 512
2016-03-08 16:16:03.964384|INFO    |              |   | Puzzle precompute time: 1574
2016-03-08 16:16:03.965102|INFO    |FileManager   |   | listening on 0.0.0.0:30033
2016-03-08 16:16:04.115631|INFO    |CIDRManager   |   | updated query_ip_whitelist ips: 127.0.0.1, 
2016-03-08 16:16:04.116658|INFO    |Query         |   | listening on 0.0.0.0:10011
2016-03-08 16:16:04.132693|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-03-08 16:16:04.132776|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-03-08 16:16:40.637270|INFO    |ServerMain    |   | Received signal SIGTERM, shutting down.
2016-03-08 16:16:41.161941|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-03-08 16:16:41.162024|ERROR   |              |   | Unable to connect to primary address, trying secondary
