2015-08-25 13:19:02.699816|INFO    |ServerLibPriv |   | TeamSpeak 3 Server 3.0.11.2 (2014-12-15 14:43:52)
2015-08-25 13:19:02.714738|INFO    |ServerLibPriv |   | SystemInformation: Linux 2.6.32-042stab108.8 #1 SMP Wed Jul 22 17:23:23 MSK 2015 x86_64 Binary: 64bit
2015-08-25 13:19:02.765220|INFO    |DatabaseQuery |   | dbPlugin name:    SQLite3 plugin, Version 2, (c)TeamSpeak Systems GmbH
2015-08-25 13:19:02.765342|INFO    |DatabaseQuery |   | dbPlugin version: 3.6.21
2015-08-25 13:19:02.777058|INFO    |DatabaseQuery |   | checking database integrity (may take a while)
2015-08-25 13:19:02.964091|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2015-08-25 13:19:02.964488|ERROR   |              |   | Unable to connect to primary address, trying secondary
2015-08-25 13:20:13.116040|WARNING |              |   | Accounting connection stalled
2015-08-25 13:23:29.128419|ERROR   |              |   | TS3ANetwork::Recv failed error: 104
2015-08-25 13:23:29.139933|ERROR   |              |   | read invalid packet size size
2015-08-25 13:23:29.187099|ERROR   |Accounting    |   | Unable to connect to accounting server
2015-08-25 13:23:29.187191|INFO    |Accounting    |   | Licensing Information
2015-08-25 13:23:29.187238|INFO    |Accounting    |   | type              : Non-profit
2015-08-25 13:23:29.187335|INFO    |Accounting    |   | starting date     : Mon Dec 24 00:00:00 2012
2015-08-25 13:23:29.187412|INFO    |Accounting    |   | ending date       : Sat Jun 29 00:00:00 2013
2015-08-25 13:23:29.187455|INFO    |Accounting    |   | max virtualservers: 10
2015-08-25 13:23:29.187497|INFO    |Accounting    |   | max slots         : 512
2015-08-25 13:23:31.004581|INFO    |              |   | Puzzle precompute time: 1688
2015-08-25 13:23:31.005550|INFO    |FileManager   |   | listening on 0.0.0.0:30033
2015-08-25 13:23:31.344407|INFO    |CIDRManager   |   | updated query_ip_whitelist ips: 127.0.0.1, 
2015-08-25 13:23:31.345049|INFO    |Query         |   | listening on 0.0.0.0:10011
2015-08-25 13:23:31.415309|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2015-08-25 13:23:31.415411|ERROR   |              |   | Unable to connect to primary address, trying secondary
2015-08-25 14:23:47.703733|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2015-08-25 14:23:47.707115|ERROR   |              |   | Unable to connect to primary address, trying secondary
2015-08-25 15:23:54.289272|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2015-08-25 15:23:54.289385|ERROR   |              |   | Unable to connect to primary address, trying secondary
2015-08-25 16:24:00.534220|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2015-08-25 16:24:00.534321|ERROR   |              |   | Unable to connect to primary address, trying secondary
2015-08-25 17:24:05.402439|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2015-08-25 17:24:05.402630|ERROR   |              |   | Unable to connect to primary address, trying secondary
2015-08-25 18:24:10.357768|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2015-08-25 18:24:10.357866|ERROR   |              |   | Unable to connect to primary address, trying secondary
2015-08-25 19:24:15.591343|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2015-08-25 19:24:15.591446|ERROR   |              |   | Unable to connect to primary address, trying secondary
