2016-04-15 17:02:02.014392|INFO    |ServerLibPriv |   | TeamSpeak 3 Server 3.0.11.2 (2014-12-15 14:43:52)
2016-04-15 17:02:02.041609|INFO    |ServerLibPriv |   | SystemInformation: Linux 2.6.32-042stab111.12 #1 SMP Thu Sep 17 11:38:20 MSK 2015 x86_64 Binary: 64bit
2016-04-15 17:02:02.213471|INFO    |DatabaseQuery |   | dbPlugin name:    SQLite3 plugin, Version 2, (c)TeamSpeak Systems GmbH
2016-04-15 17:02:02.230243|INFO    |DatabaseQuery |   | dbPlugin version: 3.6.21
2016-04-15 17:02:02.270214|INFO    |DatabaseQuery |   | checking database integrity (may take a while)
2016-04-15 17:02:02.626956|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-04-15 17:02:02.627064|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-04-15 17:02:02.838019|INFO    |Accounting    |   | Licensing Information
2016-04-15 17:02:02.838133|INFO    |Accounting    |   | type              : Non-profit
2016-04-15 17:02:02.838214|INFO    |Accounting    |   | starting date     : Mon Dec 24 00:00:00 2012
2016-04-15 17:02:02.838262|INFO    |Accounting    |   | ending date       : Sat Jun 29 00:00:00 2013
2016-04-15 17:02:02.838306|INFO    |Accounting    |   | max virtualservers: 10
2016-04-15 17:02:02.838348|INFO    |Accounting    |   | max slots         : 512
2016-04-15 17:02:04.751547|INFO    |              |   | Puzzle precompute time: 1864
2016-04-15 17:02:04.754033|INFO    |FileManager   |   | listening on 0.0.0.0:30033
2016-04-15 17:02:05.090717|INFO    |CIDRManager   |   | updated query_ip_whitelist ips: 127.0.0.1, 
2016-04-15 17:02:05.093286|INFO    |Query         |   | listening on 0.0.0.0:10011
2016-04-15 17:02:05.193835|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-04-15 17:02:05.193933|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-04-15 17:06:45.177744|INFO    |Query         |   | query from 1 87.205.93.108:3350 issued: login with account "serveradmin"(serveradmin)
2016-04-15 18:04:09.942183|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-04-15 18:04:09.942308|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-04-15 19:06:31.842349|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-04-15 19:06:31.842455|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-04-15 20:08:33.373207|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-04-15 20:08:33.373325|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-04-15 21:11:23.547758|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-04-15 21:11:23.547859|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-04-15 22:13:44.736517|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-04-15 22:13:44.736637|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-04-15 23:16:56.635233|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-04-15 23:16:56.635364|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-04-16 00:18:55.279825|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-04-16 00:18:55.279978|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-04-16 01:20:19.675963|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-04-16 01:20:19.676088|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-04-16 02:23:15.676425|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-04-16 02:23:15.676538|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-04-16 03:24:42.583380|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-04-16 03:24:42.583608|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-04-16 04:25:52.745037|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-04-16 04:25:52.745188|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-04-16 05:27:08.760342|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-04-16 05:27:08.760436|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-04-16 06:28:58.970260|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-04-16 06:28:58.970389|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-04-16 07:30:46.325023|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-04-16 07:30:46.325127|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-04-16 08:32:37.794000|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-04-16 08:32:37.794138|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-04-16 09:35:59.486068|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-04-16 09:35:59.486169|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-04-16 10:38:19.587982|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-04-16 10:38:19.588096|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-04-16 11:41:47.967944|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-04-16 11:41:47.968079|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-04-16 12:45:25.406838|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-04-16 12:45:25.406958|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-04-16 13:49:10.721861|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-04-16 13:49:10.722004|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-04-16 14:51:48.406241|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-04-16 14:51:48.406357|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-04-16 15:55:46.264892|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-04-16 15:55:46.265085|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-04-16 16:58:46.224006|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-04-16 16:58:46.224163|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-04-16 18:02:27.425517|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-04-16 18:02:27.425647|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-04-16 19:05:45.629173|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-04-16 19:05:45.629331|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-04-16 20:08:35.846065|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-04-16 20:08:35.846319|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-04-16 21:11:31.853067|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-04-16 21:11:31.853184|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-04-16 22:14:01.288039|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-04-16 22:14:01.288197|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-04-16 23:16:10.652227|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-04-16 23:16:10.652361|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-04-17 00:18:45.811874|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-04-17 00:18:45.811986|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-04-17 01:20:49.747935|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-04-17 01:20:49.748068|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-04-17 02:23:04.440374|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-04-17 02:23:04.441017|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-04-17 03:24:25.081620|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-04-17 03:24:25.081755|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-04-17 04:26:39.164477|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-04-17 04:26:39.164589|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-04-17 05:28:35.286876|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-04-17 05:28:35.287013|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-04-17 06:31:17.512478|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-04-17 06:31:17.512600|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-04-17 07:33:14.334577|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-04-17 07:33:14.334700|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-04-17 08:35:46.014264|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-04-17 08:35:46.014383|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-04-17 09:38:13.231869|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-04-17 09:38:13.232029|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-04-17 10:40:36.944633|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-04-17 10:40:36.944770|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-04-17 11:42:57.793655|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-04-17 11:42:57.793797|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-04-17 12:45:44.571321|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-04-17 12:45:44.571434|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-04-17 13:48:32.066345|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-04-17 13:48:32.066475|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-04-17 14:51:37.963632|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-04-17 14:51:37.963769|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-04-17 15:53:31.229720|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-04-17 15:53:31.229820|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-04-17 16:56:16.532640|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
