2016-01-15 22:40:37.172431|INFO    |ServerLibPriv |   | TeamSpeak 3 Server 3.0.11.2 (2014-12-15 14:43:52)
2016-01-15 22:40:37.179243|INFO    |ServerLibPriv |   | SystemInformation: Linux 2.6.32-042stab111.12 #1 SMP Thu Sep 17 11:38:20 MSK 2015 x86_64 Binary: 64bit
2016-01-15 22:40:37.189547|INFO    |DatabaseQuery |   | dbPlugin name:    SQLite3 plugin, Version 2, (c)TeamSpeak Systems GmbH
2016-01-15 22:40:37.189714|INFO    |DatabaseQuery |   | dbPlugin version: 3.6.21
2016-01-15 22:40:37.192517|INFO    |DatabaseQuery |   | checking database integrity (may take a while)
2016-01-15 22:40:37.479844|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-01-15 22:40:37.480002|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-01-15 22:40:37.596411|INFO    |Accounting    |   | Licensing Information
2016-01-15 22:40:37.596574|INFO    |Accounting    |   | type              : Non-profit
2016-01-15 22:40:37.601279|INFO    |Accounting    |   | starting date     : Mon Dec 24 00:00:00 2012
2016-01-15 22:40:37.601361|INFO    |Accounting    |   | ending date       : Sat Jun 29 00:00:00 2013
2016-01-15 22:40:37.601411|INFO    |Accounting    |   | max virtualservers: 10
2016-01-15 22:40:37.601457|INFO    |Accounting    |   | max slots         : 512
2016-01-15 22:40:39.046185|INFO    |              |   | Puzzle precompute time: 1410
2016-01-15 22:40:39.053194|INFO    |FileManager   |   | listening on 0.0.0.0:30033
2016-01-15 22:40:39.332245|INFO    |CIDRManager   |   | updated query_ip_whitelist ips: 127.0.0.1, 
2016-01-15 22:40:39.333324|INFO    |Query         |   | listening on 0.0.0.0:10011
2016-01-15 22:40:39.411152|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-01-15 22:40:39.411271|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-01-15 23:40:42.484916|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-01-15 23:40:42.485152|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-01-15 23:41:45.512007|ERROR   |              |   | TS3ANetwork::Connect failed error: 110
2016-01-15 23:41:45.512208|ERROR   |Accounting    |   | license expired, shutting down!
2016-01-16 00:41:50.315783|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-01-16 00:41:50.315972|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-01-16 01:41:55.213905|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-01-16 01:41:55.214097|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-01-16 02:42:00.091770|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-01-16 02:42:00.091957|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-01-16 03:42:04.811083|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-01-16 03:42:04.811265|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-01-16 04:42:09.316808|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-01-16 04:42:09.316995|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-01-16 05:42:13.927471|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-01-16 05:42:13.927690|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-01-16 06:42:18.640855|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-01-16 06:42:18.641042|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-01-16 07:42:23.367983|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-01-16 07:42:23.368166|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-01-16 08:42:27.969292|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-01-16 08:42:27.969535|ERROR   |              |   | Unable to connect to primary address, trying secondary
2016-01-16 09:14:47.100272|INFO    |ServerMain    |   | Received signal SIGTERM, shutting down.
2016-01-16 09:14:47.367776|ERROR   |              |   | TS3ANetwork::Connect failed error: 111
2016-01-16 09:14:47.367921|ERROR   |              |   | Unable to connect to primary address, trying secondary
